"PART","Part","DATATYPE","Amount type","DAC_RECIPIENT","Recipient","TIME","Year",Value,Flags
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1980","1980",-17.49,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1981","1981",26.81,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1982","1982",17.96,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1983","1983",192.63,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1984","1984",346.67,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1985","1985",487,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1986","1986",591.25,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1987","1987",569.14,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1988","1988",723.14,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1989","1989",378.84,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1990","1990",711.93,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1991","1991",325.07,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1992","1992",196.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1993","1993",144.12,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1994","1994",161.57,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1995","1995",-1619.75,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1996","1996",-411.52,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1997","1997",-359.09,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1998","1998",179.01,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","1999","1999",-143.12,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2000","2000",-108.5,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2001","2001",204.17,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2002","2002",-306.5,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2003","2003",-7.17,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2004","2004",-498.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2005","2005",18.74,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2006","2006",139.13,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2007","2007",-8.86,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2008","2008",249.37,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2009","2009",713.66,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2010","2010",800.39,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","434","Chile","2011","2011",522.05,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1979","1979",16.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1980","1980",107.36,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1981","1981",470.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1982","1982",519,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1983","1983",773.16,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1984","1984",1007.89,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1985","1985",1353.56,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1986","1986",1571.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1987","1987",626.16,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1988","1988",2757.91,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1989","1989",3328.28,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1990","1990",2899.79,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1991","1991",2511.51,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1992","1992",3588.17,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1993","1993",4902.04,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1994","1994",4965.22,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1995","1995",6126.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1996","1996",5341.83,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1997","1997",4532.1,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1998","1998",3847.94,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","1999","1999",2124.08,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2000","2000",831.71,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2001","2001",3202.43,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2002","2002",406.57,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2003","2003",-1550.42,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2004","2004",2560.2,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2005","2005",2599.37,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2006","2006",2803.16,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2007","2007",2946.41,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2008","2008",3491.56,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2009","2009",2565.02,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2010","2010",2815.69,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","730","China","2011","2011",1097.83,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1970","1970",40.15,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1971","1971",66.21,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1972","1972",69.34,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1973","1973",65.23,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1974","1974",19.98,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1975","1975",-15.88,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1976","1976",-35.69,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1977","1977",-3.86,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1978","1978",-21.7,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1979","1979",-22.86,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1980","1980",-23.93,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1981","1981",-12.59,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1982","1982",-24.3,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1983","1983",-8.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1984","1984",-10.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1985","1985",-25.93,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1986","1986",-30.97,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1987","1987",-50.01,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1988","1988",-13.59,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1989","1989",-4.18,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1990","1990",28.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1991","1991",2.13,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1992","1992",-0.43,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1993","1993",15.29,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1994","1994",-9.8,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1995","1995",12.41,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","732","Chinese Taipei","1996","1996",7.77,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1970","1970",211.93,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1971","1971",178.23,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1972","1972",189.66,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1973","1973",209.09,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1974","1974",189.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1975","1975",168.8,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1976","1976",134.55,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1977","1977",138.72,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1978","1978",133.92,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1979","1979",171.1,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1980","1980",286.26,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1981","1981",349.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1982","1982",344.24,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1983","1983",357.06,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1984","1984",526.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1985","1985",637.14,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1986","1986",486.62,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1987","1987",369.11,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1988","1988",366.16,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1989","1989",263.32,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1990","1990",111.08,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1991","1991",247.25,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1992","1992",169.46,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1993","1993",-175.49,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1994","1994",-363.09,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1995","1995",-49.7,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1996","1996",71.53,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1997","1997",-16.5,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1998","1998",460.78,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","1999","1999",1214.03,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2000","2000",176.42,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2001","2001",1044.12,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2002","2002",412.55,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2003","2003",2804.31,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2004","2004",589.76,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2005","2005",-181.8,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2006","2006",2297.61,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2007","2007",1697.71,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2008","2008",2507.48,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2009","2009",2860.18,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2010","2010",2150.03,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","437","Colombia","2011","2011",1405.65,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1970","1970",83.21,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1971","1971",106.62,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1972","1972",128.67,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1973","1973",160.03,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1974","1974",188.86,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1975","1975",291.98,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1976","1976",257.02,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1977","1977",391.02,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1978","1978",479.07,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1979","1979",463.33,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1980","1980",939.3,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1981","1981",617.74,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1982","1982",473.5,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1983","1983",355.74,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1984","1984",1082.76,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1985","1985",409.39,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1986","1986",724.35,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1987","1987",967.34,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1988","1988",888.06,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1989","1989",887.16,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1990","1990",1550.98,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1991","1991",549.3,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1992","1992",259.54,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1993","1993",176.45,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1994","1994",261.47,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1995","1995",194.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1996","1996",165.21,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1997","1997",224.82,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1998","1998",124.11,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","1999","1999",132.38,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2000","2000",173.69,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2001","2001",244.58,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2002","2002",1090.52,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2003","2003",8832.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2004","2004",1923.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2005","2005",1825.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2006","2006",2069.11,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2007","2007",1208.67,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2008","2008",1617.59,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2009","2009",2182.61,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2010","2010",3536.57,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","235","Congo, Dem. Rep.","2011","2011",5708.76,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1970","1970",22.8,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1971","1971",31.73,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1972","1972",37.89,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1973","1973",30.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1974","1974",18.59,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1975","1975",80.25,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1976","1976",107.04,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1977","1977",74.65,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1978","1978",122.55,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1979","1979",116.96,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1980","1980",82.63,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1981","1981",84.56,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1982","1982",128.91,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1983","1983",124.31,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1984","1984",127.64,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1985","1985",103.77,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1986","1986",290.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1987","1987",325.34,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1988","1988",216.66,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1989","1989",93.48,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1990","1990",218.84,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1991","1991",296.56,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1992","1992",118.37,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1993","1993",120.1,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1994","1994",421.41,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1995","1995",394.61,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1996","1996",443.58,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1997","1997",281.97,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1998","1998",57.24,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","1999","1999",208.74,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2000","2000",16.42,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2001","2001",15.12,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2002","2002",58.18,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2003","2003",422.56,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2004","2004",29.85,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2005","2005",1973.61,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2006","2006",234.17,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2007","2007",33.36,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2008","2008",480.49,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2009","2009",271.99,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2010","2010",1303.97,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","234","Congo, Rep.","2011","2011",223,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1970","1970",16.95,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1971","1971",23.63,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1972","1972",29.76,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1973","1973",31.2,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1974","1974",34.01,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1975","1975",48.57,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1976","1976",54.79,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1977","1977",64.97,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1978","1978",82.89,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1979","1979",78.84,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1980","1980",98.06,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1981","1981",78.44,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1982","1982",98.2,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1983","1983",276.77,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1984","1984",270.01,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1985","1985",395.05,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1986","1986",292.21,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1987","1987",222.8,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1988","1988",177.59,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1989","1989",251.47,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1990","1990",251.14,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1991","1991",207.91,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1992","1992",183.06,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1993","1993",144.28,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1994","1994",155.71,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1995","1995",105.91,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1996","1996",-16.79,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1997","1997",35.19,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1998","1998",32.61,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","1999","1999",-16.1,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2000","2000",-38.26,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2001","2001",-48.97,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2002","2002",-23.5,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2003","2003",34.46,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2004","2004",5.15,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2005","2005",-102.62,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2006","2006",-36.61,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2007","2007",-49.99,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2008","2008",-29.09,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2009","2009",129.88,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2010","2010",608.02,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","336","Costa Rica","2011","2011",206.76,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1970","1970",57.19,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1971","1971",61.54,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1972","1972",61.52,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1973","1973",94.45,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1974","1974",102.73,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1975","1975",150.21,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1976","1976",151.91,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1977","1977",183.16,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1978","1978",218.42,
"1","1 : Part I - Developing Countries","A","Current Prices (USD millions)","247","Cote d'Ivoire","1979","1979",246.42,
